country;continent;year;lifeExp;pop;gdpPercap
Iceland;Europe;1959;72.66;172314;976893049
Mexico;Americas;1997;73.67;95895146;976729753
Iceland;Europe;1961;73.47;178905;972449065
Malta;Europe;1982;73.547;360222;968325022
Portugal;Europe;1976;69.16;9621970;967353026
Costa Rica;Americas;2007;78.782;4133884;964506142
Chad;Africa;1987;51.051;5498955;952386129
Poland;Europe;1976;70.77;34299428;942187973
Estonia;Europe;1991;69.8;1559547;940944704
Romania;Europe;1977;69.46;21658597;935639724
Hungary;Europe;1967;69.5;10223422;932664467
Lebanon;Asia;2002;71.028;3677780;931393883
Argentina;Americas;1992;71.868;33958947;930841871
Lithuania;FSU;1999;71.69;3658454;925981304
Poland;Europe;1988;71.35;37866840;925206033
Belgium;Europe;1955;68.58;8868475;924472546
Japan;Asia;1966;71.14;99790308;895728044
Netherlands;Europe;1951;71.51;10264311;889234982
Austria;Europe;1957;67.48;6965860;884259803
Slovak Republic;Europe;1968;70.5;4471590;877718413
Ghana;Africa;1982;53.744;11400338;876032569
Lebanon;Asia;1997;70.265;3430388;875496385
Rwanda;Africa;1987;44.02;6349365;847991217
Portugal;Europe;1971;66.94;8990450;833424931
Tanzania;Africa;1992;50.44;26605473;825682454
Italy;Europe;1962;69.24;50843200;824358234
Uganda;Africa;1997;44.578;21210254;816559081
Congo  Dem. Rep.;Africa;1977;47.804;26480870;795757282
Azerbaijan;Asia;2007;67.487;8017309;770861119
Latvia;FSU;1978;69.35;2504508;763576512
Niger;Africa;1952;37.444;3379468;761879376
Spain;Europe;1966;71.25;32451975;758237058
Latvia;FSU;1976;69.41;2476760;735082488
Uganda;Africa;1952;39.978;5824797;734753484
Taiwan;Asia;1981;71.65;18177430;730276212
India;Asia;1972;50.651;567000000;724032527
Portugal;Europe;1968;66.91;9115050;691830301
Czech Republic;Europe;1952;66.87;9125183;687614025
Congo  Dem. Rep.;Africa;1987;47.412;35481645;672774812
Ecuador;Americas;1977;61.31;7278866;667962326
Panama;Americas;1992;72.462;2484997;661874305
Luxembourg;Europe;2001;77.96;444779;639328448
Luxembourg;Europe;2000;77.83;438777;639241627
Bulgaria;Europe;1993;71.18;8441872;636739497
Botswana;Africa;1987;63.622;1151184;620588385
Grenada;;1992;66.469;91487;609892279
Slovak Republic;Europe;1957;67.45;3844277;609326298
Jamaica;Americas;1982;71.21;2298309;606805135
Suriname;Americas;1982;67.566;359611;606125039
Gambia;Africa;1962;33.896;374020;599650276
Bulgaria;Europe;1997;70.32;8066057;597038876
India;Asia;1957;40.249;409000000;590061996
Peru;Americas;1967;51.445;12132200;578809333
Belize;;1997;74.405;228884;563150107
Uruguay;Americas;1967;68.468;2748579;544461962
Hungary;Europe;1953;63.87;9595000;530848868
Puerto Rico;Americas;1962;69.62;2448046;510834463
Singapore;Asia;1967;67.946;1977600;497741854
Bulgaria;Europe;1965;71.3;8201400;497048803
Brunei;Asia;1997;75.465;313563;489673126
Norway;Europe;2006;80.55;4610820;482646727
Guatemala;Americas;1982;58.137;6395630;482049479
Luxembourg;Europe;1995;76.48;409704;481652586
Hungary;Europe;1950;62.07;9338000;472619128
United Arab Emirates;Asia;1982;68.627;1203634;472114006
Korea  Rep.;Asia;1977;64.766;36436000;465722102
Norway;Europe;2004;80.06;4574560;464756784
Spain;Europe;1960;69.27;30641187;460306757
Luxembourg;Europe;1992;75.17;392552;458543599
Spain;Europe;1957;66.66;29841614;456480241
Botswana;Africa;1982;61.484;970347;455114215
Japan;Asia;1958;67.12;92388772;452838594
Taiwan;Asia;1973;69.45;15525588;450587746
United States;Americas;2003;77.47;290342554;397473764
Namibia;Africa;1997;58.909;1774766;389952426
Egypt;Africa;1987;59.797;52799062;388546071
Swaziland;Africa;1997;54.289;1054486;387676846
Morocco;Africa;2007;71.164;33757175;382017523
Colombia;Americas;1977;63.837;25094412;381580787
United States;Americas;1999;76.97;279294713;380537171
Bulgaria;Europe;1960;69.18;7867374;375916551
Portugal;Europe;1956;61.24;8756000;363999042
Austria;Europe;2007;79.829;8199783;361264927
Singapore;Asia;2002;78.77;4197776;360231054
Congo  Rep.;Africa;2002;52.97;3328795;348406197
Turkey;Europe;1972;57.005;37492953;345069638
Vanuatu;;1992;65.08;161399;344342446
Iceland;Europe;2004;80.95;293966;342791786
Saudi Arabia;Asia;1977;58.69;8128505;341677626
Bolivia;Americas;2002;63.883;8445134;341326269
Fiji;Oceania;1992;66.575;750242;341028604
United States;Americas;1995;76.11;266557091;337733237
Singapore;Asia;1997;77.158;3802309;335194766
Finland;Europe;2007;79.313;5238460;332070844
Finland;Europe;2006;79.49;5231372;319026734
Switzerland;Europe;1992;78.03;6995447;318715303
Reunion;;1962;57.666;358900;317372334
Norway;Europe;1987;75.89;4186147;315409748
Netherlands;Europe;1998;78.12;15699259;312493731
Congo  Dem. Rep.;Africa;1997;42.587;47798986;312188423
Croatia;Europe;1952;61.21;3882229;311923652
Honduras;Americas;2002;68.565;6677328;309972866
Belgium;Europe;2003;78.47;10330824;307365256
France;Europe;2007;80.657;61083916;304700167
Korea  Rep.;Asia;1972;62.612;33505000;303087665
Germany;Europe;2004;79.33;82424609;302606614
Guinea-Bissau;Africa;1952;32.5;580653;299850319
Switzerland;Europe;1985;76.94;6563770;299676008
Belgium;Europe;2000;77.91;10263618;299402047
Sweden;Europe;2003;80.33;8970306;298525413
Finland;Europe;2004;78.96;5214512;296514045
United Arab Emirates;Asia;1987;71.339;1778365;293270588
Australia;;2000;79.99;19164620;292415145
Australia;;1999;79.58;18968247;289832672
France;Europe;2003;79.59;60180529;289705971
Belgium;Europe;1999;77.8;10235655;289371514
Spain;Europe;2007;80.941;40448191;288210637
Japan;Asia;2002;82.0;127065841;286045919
Bosnia and Herzegovina;Europe;1972;67.45;3819000;286016975
Italy;Europe;2007;80.546;58147733;285697197
Malaysia;Asia;1972;63.01;11441462;284909478
Vanuatu;;1982;60.0;123745;283489007
Germany;Europe;1998;77.7;82023672;282915981
Taiwan;Asia;1968;67.6;13962358;282883567
Finland;Europe;2001;78.23;5180309;278255291
Norway;Europe;1983;76.03;4128432;271503182
Netherlands;Europe;1993;77.11;15274942;269607786
Denmark;Europe;1993;75.25;5188386;262966636
Luxembourg;Europe;1978;71.71;362100;262020136
Germany;Europe;1993;76.15;81132272;261194586
Pakistan;Asia;2007;65.483;169270617;260594758
Iceland;Europe;1994;79.24;266075;259415378
Switzerland;Europe;1970;73.14;6267000;258628192
Israel;Asia;2007;80.745;6426679;255232771
Canada;;1985;76.41;25941600;255147852
Algeria;Africa;1962;48.303;11000948;255081688
Singapore;Asia;1992;75.788;3235865;247698912
Slovenia;Europe;2006;78.24;2010347;243021641
Denmark;Europe;1985;74.52;5113691;242254201
Spain;Europe;2001;79.69;40087104;242217998
Libya;Africa;1952;42.723;1019729;238754806
New Zealand;Oceania;2003;79.41;3951307;237284829
Finland;Europe;1997;77.13;5134406;237239502
Belgium;Europe;1988;75.66;9884000;235558201
Iceland;Europe;1982;76.99;233997;232696075
Netherlands Antilles;;1997;74.579;203533;232675569
Greece;Europe;2002;78.256;10603863;225142548
Italy;Europe;1994;77.94;57179460;224712282
Austria;Europe;1984;73.79;7554132;223369462
Netherlands;Europe;1984;76.32;14420022;222906277
Spain;Europe;1999;78.86;39953263;222863637
Sweden;Europe;1984;76.92;8342621;221409169
Finland;Europe;1988;74.79;4946633;221108847
New Zealand;Oceania;1999;78.14;3774096;216890128
Iceland;Europe;1979;76.63;225749;214537783
Austria;Europe;1981;73.02;7564629;212208879
Netherlands;Europe;1977;75.24;13852989;212090592
Australia;;1985;75.46;15788300;210404946
Bahamas;;1982;67.874;219682;204330368
Switzerland;Europe;1962;71.32;5666000;204310927
Denmark;Europe;1977;74.69;5088419;204229015
Cameroon;Africa;2007;50.43;17696293;204209524
Finland;Europe;1993;75.94;5064846;202948084
United States;Americas;1968;70.42;200706000;202763506
Philippines;Asia;1972;58.065;40850141;198937407
Yemen  Rep.;Asia;1982;49.113;9657618;197755701
Austria;Europe;1977;72.17;7568430;197494223
Turkey;Europe;1952;43.585;22235677;196910098
Portugal;Europe;2000;76.83;10335597;196097337
Denmark;Europe;1973;73.71;5021861;194334781
New Zealand;Oceania;1993;76.62;3475061;193371909
Bahamas;;1967;65.795;151120;193181061
Bhutan;Asia;1992;54.471;1673428;190417945
Macao  China;Asia;1987;76.04;322983;187017828
Australia;;1978;73.88;14248600;186350381
Netherlands;Europe;1971;73.84;13193776;184833995
Slovenia;Europe;1988;72.9;1961775;183345781
Belgium;Europe;1974;72.01;9767800;183251694
Moldova;Europe;1997;66.75;4441779;183029436
Philippines;Asia;1967;56.393;35356600;181412743
Italy;Europe;1985;75.67;56731215;180789509
Spain;Europe;1990;76.99;39350769;180649166
Belgium;Europe;1975;72.0;9794800;180321155
New Zealand;Oceania;1983;73.94;3245800;179195392
Armenia;;1997;70.377;3059000;179134719
Aruba;;1987;74.494;65415;176743389
New Zealand;Oceania;1982;73.84;3210650;176324104
Austria;Europe;1973;71.21;7586115;173793273
Iceland;Europe;1974;74.37;215324;173755854
Spain;Europe;1989;76.98;39214523;173557471
Netherlands Antilles;;1977;72.12;170574;173354979
Morocco;Africa;1967;50.335;14770296;171104477
Puerto Rico;Americas;1997;74.917;3759430;169994333
Austria;Europe;1972;70.63;7544201;166616256
United States;Americas;1963;70.04;189242000;166462579
New Zealand;Oceania;1979;73.15;3164550;166334424
Australia;;1971;71.41;12937200;166331259
Switzerland;Europe;1955;70.08;4980000;166264855
Italy;Europe;1982;74.98;56535636;165374835
Madagascar;Africa;1962;40.848;5703324;164338711
Czech Republic;Europe;1987;71.58;10311597;163104434
Taiwan;Asia;1959;64.2;10852996;163024058
New Zealand;Oceania;1977;72.22;3164900;162337177
Netherlands;Europe;1968;73.63;12724680;162316153
Korea  Dem. Rep.;Asia;2007;67.297;23301725;159306548
Madagascar;Africa;1957;38.865;5181679;158920275
Nigeria;Africa;1982;45.826;73039376;157697375
Israel;Asia;1982;74.45;3858421;153670292
Slovenia;Europe;1994;73.96;2001036;152795832
Taiwan;Asia;1992;74.26;20686918;152156579
Czech Republic;Europe;1981;70.86;10297904;151230591
Taiwan;Asia;1957;62.4;10164215;150786129
Italy;Europe;1978;73.83;56240143;148313966
United States;Americas;1956;69.71;168903000;148201462
Bahrain;Asia;1967;59.923;202182;148046727
Togo;Africa;1967;46.769;1735550;147759676
Netherlands;Europe;1966;73.55;12454800;147496671
Malta;Europe;1992;76.274;365897;147455202
Senegal;Africa;1987;55.769;7171347;144172072
Finland;Europe;1972;70.87;4639657;143588759
Taiwan;Asia;1991;74.28;20492997;142335143
Hungary;Europe;2001;72.47;10109467;141855176
New Zealand;Oceania;1963;71.31;2541350;137192622
Sao Tome and Principe;;2002;64.337;170372;135309239
Hungary;Europe;1988;69.96;10442500;133993031
Ghana;Africa;2007;60.022;22873338;132760891
Czech Republic;Europe;1972;70.29;9862158;131084536
Thailand;Asia;1967;58.285;34024249;129546066
United States;Americas;1950;68.12;152271000;129222343
Austria;Europe;1967;70.14;7376998;128346024
Iceland;Europe;1965;73.84;192288;127948827
Russia;FSU;1990;69.36;147974148;126901861
Slovak Republic;Europe;1998;72.61;5390236;125643447
Malaysia;Asia;2007;74.241;24821286;124516558
Slovenia;Europe;1972;69.82;1694510;123834862
Mongolia;Asia;1967;51.253;1149500;122604113
Benin;Africa;1987;52.337;4243788;122585601
Spain;Europe;1974;73.22;35184287;122124568
Papua New Guinea;;1962;49.69;1837378;121999664
Sri Lanka;Asia;1972;65.042;13016733;121339553
Lithuania;FSU;2003;72.18;3620094;121203462
Slovak Republic;Europe;1986;70.91;5172084;119998954
Austria;Europe;1965;69.95;7270889;119642821
Slovak Republic;Europe;1985;70.74;5144632;118023231
Libya;Africa;1987;66.234;3799845;117705898
Hungary;Europe;1997;71.04;10244684;117127768
Chad;Africa;2002;50.525;8835739;115618186
New Zealand;Oceania;1950;69.29;1908310;114493763
Chad;Africa;1977;47.383;4388260;113398495
Ghana;Africa;1967;48.072;8490213;112569716
Canada;;1954;69.99;15636245;111732595
Slovak Republic;Europe;1979;70.79;4922558;110085129
Kuwait;Asia;1972;67.712;841934;109347867
Sri Lanka;Asia;1952;57.593;7982342;108353203
Sri Lanka;Asia;1962;62.192;10421936;107447196
Netherlands;Europe;1955;72.52;10750842;107382935
Poland;Europe;1998;73.13;38668756;107161256
Togo;Africa;1962;43.922;1528098;106753481
Czech Republic;Europe;1965;70.27;9776922;105746228
Austria;Europe;1961;69.75;7086299;105609654
Belgium;Europe;1961;70.52;9165800;105125111
Madagascar;Africa;1992;52.214;12210395;104067619
New Zealand;Oceania;1951;69.16;1947389;103629881
Finland;Europe;1964;69.37;4548544;100422193
Iceland;Europe;1960;74.09;175860;98900665
Iceland;Europe;1956;72.98;161358;94890241
Eritrea;Africa;1997;53.378;4058319;91347079
Taiwan;Asia;1983;72.15;18803390;79230301
Afghanistan;Asia;1977;38.438;14880372;78611336
Equatorial Guinea;Africa;2002;49.348;495627;77034959
Cambodia;Asia;1997;56.534;11782962;73428517
Belarus;FSU;1991;70.58;10244639;66931884
Reunion;;2002;75.744;743981;63161652
Portugal;Europe;1965;66.19;9128850;56676641
Bulgaria;Europe;1967;70.42;8310226;55770028
Colombia;Americas;1987;67.768;30964245;49032191
El Salvador;Americas;1992;66.798;5274649;44442317
Trinidad and Tobago;Americas;1957;61.8;764900;41003934
Swaziland;Africa;1992;58.474;962344;35530224
Fiji;Oceania;1977;62.669;599339;31825696
El Salvador;Americas;1952;45.262;2042865;30483029
Dominican Republic;Americas;1977;61.788;5302800;26819889
Netherlands;Europe;1983;76.25;14362381;21703915
Mongolia;Asia;1997;63.625;2494803;19022521
Austria;Europe;1974;71.2;7599038;18033975
Papua New Guinea;;1987;53.383;3548932;17424451
Czech Republic;Europe;1996;73.9;10311817;16137212
Czech Republic;Europe;1980;70.42;10288726;15255986
New Zealand;Oceania;1962;71.24;2488550;13175678
New Zealand;Oceania;1959;70.8;2331122;13039678
Hungary;Europe;1984;68.99;10668095;12786878
Czech Republic;Europe;1968;69.94;9851051;11893045
New Zealand;Oceania;1955;70.48;2136168;11814683
Benin;Africa;1952;38.223;1738315;10627522
Chad;Africa;1992;51.724;6429417;10580643
